date,source,destination,distance_km,congestion_index,time_of_day,weather,day_of_week,festival,actual_travel_time_min,road_type,is_synthetic,hotspot
2024-01-11,Mohammad Ali Road,CST,2.9540899277601467,0.525125690915015,11:57,Fog,Thursday,No,4.3,freeway,1,0
2022-12-13,Kurla,Byculla,11.48,0.32,02:16,Clear,Tuesday,No,12.4,freeway,0,0
2023-10-13,Borivali,Airoli,26.1,0.44,02:38,Clear,Friday,No,46.2,freeway,0,0
2024-09-27,Fort,Eastern Freeway Start,18.52,0.75,16:58,Cloudy,Friday,No,61.0,urban,0,0
2022-08-06,Worli,Bhandup,34.79658004521981,0.6819464590731263,16:04,Heavy Rain,Sunday,No,82.0,freeway,1,0
2023-05-15,Bandra Kurla Complex,Girgaon,13.12304055816437,0.8667422702072751,10:08,Clear,Thursday,No,62.4,urban,1,0
2024-04-04,Girgaon,Nerul,28.673797712900026,0.9244583740184238,22:35,Cloudy,Wednesday,No,216.7,congested,1,1
2024-10-03,Dombivli,Marine Lines,42.0,0.98,10:29,Clear,Thursday,Navratri,457.4,congested,0,1
2024-09-16,Mohammad Ali Road,Girgaon,1.026181065735112,1.0,00:56,Heavy Rain,Saturday,Ganesh Chaturthi,8.6,urban,1,1
2023-09-18,Juhu,Mulund,21.1,0.92,19:22,Cloudy,Monday,No,271.6,congested,0,1
2024-12-13,Kurla,Bandra,5.647733612617187,0.5520602591942597,03:45,Clear,Wednesday,Christmas/NewYear,10.0,freeway,1,0
2024-12-07,Airoli,Vashi,10.501908337347222,0.9917602034557708,08:17,Heavy Rain,Wednesday,Christmas/NewYear,158.4,congested,1,1
2023-09-06,Eastern Freeway Start,Worli,18.97124573556834,0.8930252424991925,15:14,Rain,Tuesday,Ganesh Chaturthi,201.8,congested,1,0
2022-08-18,Dadar,Belapur,26.52,0.6,21:14,Rain,Thursday,Janmashtami,45.5,freeway,0,0
2022-04-01,Malad,Sion,21.79877559886382,0.8638209110876687,07:29,Clear,Sunday,Ramadan Evenings,92.3,urban,1,0
2023-08-03,Kalyan,Western Express Highway,51.71237543169429,1.0,19:48,Heavy Rain,Friday,No,756.8,urban,1,1
2022-03-05,Girgaon,Crawford Market,3.216064189174705,0.8994777687896846,03:03,Clear,Thursday,No,24.9,congested,1,0
2024-08-26,Chembur,Girgaon,22.02,0.93,00:35,Clear,Monday,Janmashtami,206.5,congested,0,1
2023-12-03,Lalbaug,Colaba,12.356363410290005,0.8318614270222304,10:18,Clear,Sunday,Diwali,47.6,urban,1,0
2023-09-25,Kurla,Vashi,18.804511291337874,0.8299982282106539,14:08,Rain,Saturday,No,77.5,urban,1,0
2024-03-07,Western Express Highway,Mulund,20.526240038775647,0.752030208654158,11:08,Cloudy,Monday,Ramadan Evenings,65.9,urban,1,0
2022-12-29,Western Express Highway,Andheri,5.767361138111304,0.2640852398207134,11:56,Clear,Thursday,No,5.9,freeway,1,0
2024-05-01,CST,Panvel,42.11,0.43,08:28,Clear,Wednesday,No,49.3,freeway,0,0
2022-04-23,Dadar,Colaba,18.099498689760548,0.8487040375480471,21:49,Clear,Monday,Eid,63.1,urban,1,0
2023-03-23,Mulund,Powai,9.72,0.92,20:50,Clear,Thursday,Ramadan Evenings,52.1,urban,0,1
2023-09-19,Vashi,Eastern Freeway Start,14.315842064165,0.882303391779066,18:13,Cloudy,Thursday,No,171.3,congested,1,0
2024-10-15,CST,Dombivli,41.14505247324983,0.3873606484571725,11:09,Clear,Friday,Diwali,52.1,freeway,1,0
2022-05-12,Belapur,Matunga,23.57,0.79,03:07,Cloudy,Thursday,No,68.9,urban,0,0
2024-11-06,Ghatkopar,Airoli,21.90772974689862,0.9816131268648955,00:20,Cloudy,Friday,Diwali,264.6,congested,1,1
2022-07-26,Thane,Belapur,24.271592337881383,0.7946581160332603,13:46,Clear,Saturday,No,70.5,urban,1,0
2024-09-22,Girgaon,Dombivli,39.46533206771996,0.3193432640730657,04:18,Clear,Thursday,Navratri,40.4,freeway,1,0
2023-10-01,Mulund,Borivali,17.880025849147543,0.94804046188689,08:37,Rain,Tuesday,Ganesh Chaturthi,104.3,urban,1,1
2023-11-12,Worli,Sion,9.58,0.72,22:02,Clear,Sunday,No,27.0,urban,0,0
2024-08-24,Belapur,Bandra Kurla Complex,28.8179140231095,0.8478090918753609,02:58,Rain,Monday,No,280.6,congested,1,0
2022-09-07,Eastern Freeway Start,Chembur,0.5033319608587586,0.9059069129221948,02:24,Rain,Thursday,Janmashtami,4.3,congested,1,1
2023-03-25,Matunga,Kurla,7.04,0.8,04:22,Clear,Saturday,No,21.2,urban,0,0
2023-12-14,Airoli,Dadar,28.07,1.0,10:09,Rain,Thursday,No,590.4,congested,0,1
2024-01-19,Dadar,Mulund,23.953853810655385,0.8914992792411979,18:24,Clear,Monday,No,123.1,urban,1,0
2022-08-31,Byculla,Crawford Market,5.15,0.96,13:44,Rain,Wednesday,Ganesh Chaturthi,51.5,congested,0,1
2022-07-17,Bhandup,Mulund,4.27697913408417,0.9935350822655288,10:40,Rain,Saturday,No,65.0,congested,1,1
2023-09-06,Bhandup,Worli,26.06355590303927,0.9502295281927198,06:58,Rain,Wednesday,Janmashtami,280.2,congested,1,1
2024-03-15,Bhandup,Eastern Freeway Start,15.20529083444726,0.9487865720200536,02:18,Clear,Monday,No,128.9,congested,1,1
2024-05-26,Vashi,Fort,30.42,0.95,12:42,Clear,Sunday,No,240.4,congested,0,1
2024-03-23,Bandra,Vashi,22.32834196862546,0.928981215677366,16:31,Clear,Monday,Ramadan Evenings,285.4,congested,1,1
2024-08-27,Matunga,Colaba,18.377161526789266,0.9297809605084846,23:22,Cloudy,Sunday,No,128.2,congested,1,1
2024-05-11,Worli,Ghatkopar,19.867420554541155,0.8539617695714765,23:52,Clear,Monday,No,75.5,urban,1,0
2024-12-21,Lalbaug,Worli,3.1619126099343475,0.8242409126538961,11:51,Clear,Saturday,No,9.0,urban,1,0
2023-09-06,Eastern Freeway Start,Dombivli,28.97,0.84,06:39,Storm,Wednesday,Janmashtami,74.8,freeway,0,0
2022-12-25,Eastern Freeway Start,Lalbaug,12.15,0.93,17:05,Cloudy,Sunday,Christmas/NewYear,146.5,congested,0,1
2024-02-18,Matunga,Crawford Market,7.42,0.93,13:35,Clear,Sunday,No,61.1,congested,0,1
2024-03-07,Marine Lines,Matunga,12.624220236931407,0.9367832403013312,09:21,Fog,Saturday,No,195.0,congested,1,1
2024-07-30,Thane,Bandra Kurla Complex,34.44738293541118,0.706127265551605,18:46,Heavy Rain,Saturday,No,104.8,freeway,1,0
2023-11-13,Girgaon,Panvel,35.99039454868408,0.9081723113731908,04:34,Clear,Wednesday,No,272.9,congested,1,1
2023-10-12,Marine Lines,Dombivli,45.57,0.71,00:52,Clear,Thursday,No,133.1,urban,0,0
2023-04-21,Borivali,CST,44.51367578972057,0.7887312293686248,07:30,Cloudy,Saturday,No,158.3,urban,1,0
2024-01-29,Bandra Kurla Complex,Crawford Market,13.19,0.37,05:54,Clear,Monday,No,14.6,freeway,0,0
2022-12-14,Fort,Mulund,40.34071974490045,1.0,17:51,Storm,Sunday,Christmas/NewYear,526.2,congested,1,1
2023-02-06,Dombivli,Malad,33.75,0.98,01:49,Rain,Monday,No,439.3,congested,0,1
2024-08-02,Eastern Freeway Start,Kalyan,36.56474494002315,0.5880795733891949,07:24,Rain,Sunday,No,58.0,freeway,1,0
2024-09-26,Goregaon,Girgaon,36.21809317809255,0.9622881957929036,23:22,Rain,Saturday,Ganesh Chaturthi,266.4,urban,1,1
2022-09-20,Vashi,Mulund,16.666369973722958,0.7606993711526314,00:30,Cloudy,Tuesday,No,54.2,urban,1,0
2024-03-16,Bandra,Panvel,37.38886721460742,0.358185942998433,23:59,Cloudy,Wednesday,No,38.4,freeway,1,0
2024-04-25,Fort,Crawford Market,4.750383476742057,0.8751229597092157,18:32,Storm,Wednesday,Eid,24.7,urban,1,0
2024-04-10,Byculla,Goregaon,23.06,0.93,03:32,Clear,Wednesday,Eid,177.7,congested,0,1
2023-11-22,Matunga,Borivali,33.934619507869975,0.5235626439611795,15:54,Clear,Monday,No,44.1,freeway,1,0
2024-01-18,Bandra,Dombivli,33.94,0.48,02:46,Fog,Thursday,No,47.7,freeway,0,0
2023-11-13,Kurla,Byculla,11.137563457008024,0.8034124446045844,19:16,Clear,Saturday,No,49.0,urban,1,0
2022-06-16,Kurla,CST,18.28,1.0,05:31,Rain,Thursday,No,214.5,congested,0,1
2024-08-18,Powai,Belapur,21.793769145372,0.9892156093145308,15:29,Heavy Rain,Thursday,Independence Day,211.3,congested,1,1
2022-08-15,Kalyan,Girgaon,53.87,0.73,14:04,Cloudy,Monday,Independence Day,176.2,urban,0,0
2024-11-08,Bandra Kurla Complex,CST,15.195269028464216,0.91703923376473,02:34,Cloudy,Friday,No,118.2,congested,1,1
2024-01-22,Thane,Chembur,29.093302197470777,0.6479882770917915,20:40,Fog,Monday,No,65.0,freeway,1,0
2023-09-05,Dombivli,Bandra,31.888350680468186,0.8869131672339753,21:00,Storm,Tuesday,Independence Day,117.5,urban,1,0
2024-09-08,Kurla,Borivali,21.966701796982797,0.7606875996958948,22:38,Heavy Rain,Friday,No,51.3,freeway,1,0
2025-01-15,Panvel,Kalyan,33.159375407583845,0.2441267360312805,21:03,Clear,Wednesday,Christmas/NewYear,33.8,freeway,1,0
2024-11-18,Chembur,Mulund,16.61999441879515,0.733104685130376,12:39,Clear,Saturday,No,46.6,urban,1,0
2024-03-29,Lalbaug,Juhu,14.006665121786616,0.8411783971247005,13:23,Clear,Saturday,No,40.0,urban,1,0
2022-06-21,Airoli,Powai,14.26,1.0,05:23,Rain,Tuesday,No,151.0,congested,0,1
2023-10-25,Colaba,Panvel,41.16938859798199,0.9191816409914916,08:03,Cloudy,Sunday,No,429.0,congested,1,1
2023-12-27,Kurla,Bandra Kurla Complex,5.395693131731761,0.9499099109086372,19:14,Fog,Monday,Christmas/NewYear,38.9,urban,1,1
2023-09-19,Belapur,Marine Lines,35.69,0.99,11:23,Rain,Tuesday,No,350.5,congested,0,1
2024-08-30,Bhandup,Borivali,16.26011631362657,0.8069107830339179,23:43,Rain,Friday,No,60.8,urban,1,0
2022-08-23,Worli,Kurla,12.84445688081887,1.0,01:50,Heavy Rain,Monday,No,196.1,congested,1,1
2023-03-08,Bhandup,Marine Lines,31.71,0.92,21:17,Clear,Wednesday,Holi,245.7,congested,0,1
2024-06-16,Goregaon,Lalbaug,24.97811945580719,0.8555447501949405,15:45,Rain,Monday,No,121.3,urban,1,0
2024-03-17,Malad,Lalbaug,24.85,0.89,01:56,Cloudy,Sunday,No,204.5,congested,0,0
2024-10-30,Sion,Thane,34.34,0.57,07:06,Clear,Wednesday,No,53.1,freeway,0,0
2022-05-06,Juhu,Dombivli,39.41,0.46,07:24,Clear,Friday,No,49.8,freeway,0,0
2022-07-16,Belapur,Chembur,19.26279864404231,0.9606218340646024,17:24,Heavy Rain,Tuesday,No,254.0,urban,1,1
2023-09-23,Goregaon,Chembur,16.336421547875883,0.4635646857004959,09:39,Clear,Tuesday,No,22.8,freeway,1,0
2023-02-17,Fort,Colaba,4.08,0.63,19:24,Rain,Friday,No,7.6,freeway,0,0
2024-01-11,Colaba,Bandra,24.49922233656639,0.767756866215995,06:48,Clear,Saturday,No,93.4,urban,1,0
2023-03-15,Western Express Highway,Powai,11.494646240367809,0.9422620077419732,05:33,Cloudy,Friday,No,84.2,congested,1,1
2024-04-10,Juhu,Kalyan,52.91,0.64,17:41,Storm,Wednesday,Eid,109.7,freeway,0,0
2022-08-31,Western Express Highway,Fort,21.87,0.91,02:41,Rain,Wednesday,Ganesh Chaturthi,207.3,congested,0,1
2024-04-10,Mohammad Ali Road,Andheri,26.25,0.57,01:28,Clear,Wednesday,Eid,47.7,freeway,0,0
2023-08-04,Western Express Highway,Dombivli,38.1205307256271,0.9374751150386454,20:36,Heavy Rain,Tuesday,No,231.1,urban,1,1
2023-05-01,Belapur,Borivali,33.003993984042445,0.9500043201736352,00:23,Clear,Monday,No,319.4,congested,1,1
2022-02-12,Matunga,Byculla,4.025046249740331,0.8522496889573848,11:07,Cloudy,Friday,No,16.1,urban,1,0
2022-12-25,Sion,Powai,12.82,1.0,14:11,Heavy Rain,Sunday,Christmas/NewYear,156.3,congested,0,1
2022-04-03,Chembur,Colaba,27.23,0.74,13:43,Cloudy,Sunday,Ramadan Evenings,79.9,urban,0,0
2024-03-24,Sion,Crawford Market,9.51824917017263,0.7771399928898916,01:44,Heavy Rain,Thursday,Gudi Padwa,29.6,urban,1,0
2023-03-23,Dadar,Kurla,7.05,0.95,06:38,Cloudy,Thursday,Ramadan Evenings,51.3,congested,0,1
2022-03-04,Colaba,Thane,56.74712850107595,0.5265548500432908,08:56,Clear,Monday,No,78.2,freeway,1,0
2023-01-17,Mohammad Ali Road,Bandra,15.388403568452194,0.9271663755702548,13:15,Rain,Saturday,No,154.1,congested,1,1
2023-08-29,Eastern Freeway Start,Powai,9.814986876252176,0.8086531614970631,06:26,Rain,Wednesday,Janmashtami,35.2,urban,1,0
2022-10-22,Girgaon,Dombivli,44.61215512710729,0.8892097675579986,10:41,Clear,Monday,No,222.9,urban,1,0
2023-05-23,Belapur,Girgaon,34.64511303930735,0.3502543397968469,15:42,Clear,Saturday,No,34.4,freeway,1,0
2022-08-16,Kurla,Belapur,25.88635466005794,0.8122517148610046,06:53,Storm,Thursday,Janmashtami,74.4,freeway,1,0
2023-12-14,Powai,Colaba,37.30948425019762,0.9953256367655116,17:28,Clear,Wednesday,No,359.6,congested,1,1
2022-09-06,Chembur,Malad,16.95545958842909,0.9239909166551192,22:04,Rain,Sunday,No,68.9,urban,1,1
2023-07-31,Bhandup,Dombivli,21.31149607036185,0.7988001693816492,20:25,Rain,Monday,No,109.7,urban,1,0
2024-02-01,Goregaon,Borivali,11.82,0.87,07:36,Cloudy,Thursday,No,50.2,urban,0,0
2022-11-20,Matunga,Dombivli,41.05692088831611,0.984005096666202,07:39,Cloudy,Monday,No,436.6,congested,1,1
2022-10-17,Andheri,Powai,7.14,0.75,14:43,Clear,Monday,No,24.0,urban,0,0
2022-12-20,Dadar,Kurla,9.39,0.73,04:11,Clear,Tuesday,No,27.0,urban,0,0
2022-12-10,Dadar,Airoli,30.58,0.36,14:46,Cloudy,Saturday,No,33.5,freeway,0,0
2023-04-21,Goregaon,Fort,34.95,0.72,14:38,Cloudy,Friday,Eid,103.4,urban,0,0
2024-06-14,CST,Dombivli,40.90649007577784,0.3629697815294619,11:38,Clear,Monday,No,48.5,freeway,1,0
2024-01-20,Crawford Market,Marine Lines,4.68,0.76,05:53,Clear,Saturday,No,14.5,urban,0,0
2023-04-04,Goregaon,Andheri,5.947583911487202,0.967631284388541,04:45,Cloudy,Friday,No,33.3,urban,1,1
2022-02-28,Juhu,Malad,9.98307129927336,0.9496173184855624,17:19,Fog,Monday,No,147.2,congested,1,1
2024-11-23,Matunga,Airoli,33.71,0.97,03:34,Clear,Saturday,No,272.4,congested,0,1
2022-08-13,Bandra,Ghatkopar,7.835578259759197,0.972066948809012,06:11,Cloudy,Wednesday,No,63.2,congested,1,1
2023-01-29,Fort,Goregaon,34.684863273813505,0.3799312046498859,16:40,Rain,Saturday,No,40.4,freeway,1,0
2023-12-22,Malad,Bhandup,16.1632214902553,0.2710030880880811,04:48,Clear,Thursday,No,16.0,freeway,1,0
2023-08-26,Airoli,Juhu,26.078566654735557,0.9397354299349874,12:23,Storm,Tuesday,Independence Day,136.3,urban,1,1
2023-09-09,Bhandup,Juhu,18.74,0.45,03:12,Rain,Saturday,No,24.7,freeway,0,0
2023-05-23,Ghatkopar,Powai,7.301950821022351,0.9002174962633129,13:19,Clear,Tuesday,No,58.2,congested,1,1
2023-03-20,Dadar,Powai,17.90907358526516,1.0,07:51,Cloudy,Sunday,No,157.7,congested,1,1
2022-12-18,Malad,Western Express Highway,15.675530659037683,0.9934855143695625,02:08,Clear,Sunday,No,126.4,congested,1,1
2023-10-09,Nerul,Lalbaug,29.95,0.76,22:30,Cloudy,Monday,No,110.4,urban,0,0
2024-12-28,Kurla,Nerul,24.56491997980044,0.8433586583119693,12:42,Fog,Thursday,No,76.6,urban,1,0
2024-04-30,Western Express Highway,Malad,13.47460427146512,0.8902132133050463,01:36,Cloudy,Thursday,No,96.4,congested,1,0
2023-07-16,Fort,Chembur,19.223667899665568,0.8244257043849587,01:33,Rain,Saturday,No,66.1,urban,1,0
2023-12-11,Ghatkopar,Matunga,11.948241377983546,0.4555252212838409,19:31,Clear,Monday,Christmas/NewYear,19.2,freeway,1,0
2024-03-03,Fort,Ghatkopar,20.11970458733891,0.8712787568036237,22:01,Cloudy,Monday,Ramadan Evenings,84.7,urban,1,0
2022-02-28,Lalbaug,Panvel,40.65,0.44,06:00,Clear,Monday,No,48.2,freeway,0,0
2024-03-25,Lalbaug,Crawford Market,3.35,0.86,19:49,Clear,Monday,Holi,15.7,urban,0,0
2024-01-23,Andheri,Vashi,25.995301133744604,0.4803168472582821,11:50,Clear,Friday,No,49.1,freeway,1,0
2022-03-19,Goregaon,Bandra Kurla Complex,16.57402353714063,1.0,14:22,Clear,Monday,No,144.0,congested,1,1
2024-06-30,Lalbaug,Marine Lines,7.751218867035901,0.373035776001376,21:32,Cloudy,Saturday,No,8.2,freeway,1,0
2022-04-26,Thane,CST,48.449602845087526,0.8076345223918437,12:02,Clear,Tuesday,No,155.8,urban,1,0
2022-08-02,Powai,Mohammad Ali Road,24.75,0.98,16:29,Rain,Tuesday,No,247.9,congested,0,1
2024-02-08,Airoli,Kalyan,21.05664490533448,0.9396693442935066,08:39,Fog,Monday,No,319.6,congested,1,1
2022-10-03,Girgaon,Panvel,43.48821071368778,0.4950492989708177,08:51,Clear,Sunday,No,57.0,freeway,1,0
2022-06-02,Dombivli,Worli,35.48,0.39,01:43,Rain,Thursday,No,40.1,freeway,0,0
2023-12-09,Crawford Market,Vashi,32.45137339102618,0.310357885995897,22:09,Cloudy,Thursday,No,35.7,freeway,1,0
2024-01-14,Mohammad Ali Road,Borivali,40.4,0.93,20:06,Rain,Sunday,No,284.0,urban,0,1
2023-01-20,Malad,Eastern Freeway Start,17.82,0.75,11:30,Cloudy,Friday,No,49.7,urban,0,0
2022-09-12,Nerul,Matunga,27.997751637784813,0.8080331183206004,16:15,Clear,Wednesday,Ganesh Chaturthi,92.5,urban,1,0
2024-12-01,Thane,Vashi,22.152448255170864,0.7513414204778383,15:42,Clear,Tuesday,No,64.0,urban,1,0
2023-08-03,Goregaon,Dadar,19.745529367292004,0.7692450527479955,02:59,Rain,Sunday,No,76.7,urban,1,0
2024-10-18,Mulund,Vashi,13.594528509231738,0.7870968204806802,04:40,Clear,Friday,Diwali,39.6,urban,1,0
2022-04-07,Borivali,Marine Lines,40.71468200359219,0.2187523909085975,04:48,Clear,Friday,Holi,40.8,freeway,1,0
2024-12-08,Bandra,Byculla,9.6,0.91,13:52,Clear,Sunday,No,74.4,congested,0,1
2023-05-23,Thane,Airoli,10.22,0.78,21:41,Clear,Tuesday,No,32.7,urban,0,0
2022-07-29,Marine Lines,Colaba,5.29,0.8,23:14,Rain,Friday,No,21.3,urban,0,0
2025-01-08,Juhu,Vashi,22.895809397946845,0.8386706269373374,04:51,Clear,Monday,No,78.1,urban,1,0
2022-05-02,Byculla,Colaba,11.34,0.79,15:24,Clear,Monday,Eid,39.5,urban,0,0
2024-12-28,Andheri,Ghatkopar,11.83032458887118,0.8548815377061377,06:44,Fog,Wednesday,Christmas/NewYear,168.9,congested,1,0
2022-11-04,Colaba,Byculla,12.256976245405708,0.8444503577532485,15:33,Clear,Friday,No,38.6,urban,1,0
2023-09-18,Girgaon,Lalbaug,7.03,0.84,12:52,Clear,Monday,No,24.1,urban,0,0
2022-08-27,Marine Lines,Dombivli,41.56434544054386,0.9615235398747474,09:43,Rain,Tuesday,No,206.3,urban,1,1
2023-07-06,Mohammad Ali Road,Nerul,33.19617875964094,0.5739649135181285,14:38,Heavy Rain,Saturday,No,58.3,freeway,1,0
2023-11-16,Worli,Lalbaug,3.4833534759155107,0.2758880981795539,01:09,Clear,Sunday,No,3.3,freeway,1,0
2023-11-06,Bandra Kurla Complex,Chembur,9.623606670477937,0.8622277321437064,10:42,Clear,Thursday,No,34.5,urban,1,0
2024-03-22,Chembur,Western Express Highway,8.159954381483915,0.7497297718400835,17:20,Clear,Saturday,No,28.8,urban,1,0
2023-10-23,Matunga,Girgaon,11.401264512761944,0.4352154773672774,11:28,Clear,Monday,No,12.7,freeway,1,0
2023-05-08,Bandra Kurla Complex,Western Express Highway,2.6684529977111584,0.7406669529096567,13:39,Clear,Friday,No,8.5,urban,1,0
2023-11-11,Juhu,Panvel,43.35586155642688,0.9847497665637536,16:20,Rain,Friday,No,478.5,congested,1,1
2024-08-28,Bhandup,Juhu,17.162481936169016,0.849430164399902,16:09,Rain,Thursday,Independence Day,66.9,urban,1,0
2024-07-02,Ghatkopar,Bandra,8.317267472651233,0.8053317936424935,17:31,Clear,Friday,No,31.3,urban,1,0
2024-05-26,Dadar,Bandra,5.2700943258616215,0.9581977947267828,17:39,Rain,Monday,No,43.6,urban,1,1
2023-02-08,Bandra,Juhu,7.24,0.95,04:56,Clear,Wednesday,No,59.2,congested,0,1
2024-10-22,Bhandup,Kurla,15.814663251397024,0.7549531086182343,12:57,Clear,Wednesday,No,47.5,urban,1,0
2024-01-23,Nerul,Kurla,23.801497481662985,0.9847481366884232,04:33,Clear,Friday,No,194.7,congested,1,1
2023-10-25,Worli,Ghatkopar,15.930154770103735,0.9552383245753888,19:40,Heavy Rain,Sunday,Diwali,156.5,urban,1,1
2022-01-08,Airoli,CST,41.62711875041093,0.8981157983056813,08:39,Cloudy,Saturday,No,180.3,urban,1,0
2022-09-12,Panvel,Lalbaug,37.42,0.66,08:14,Rain,Monday,No,90.6,freeway,0,0
2023-09-12,Airoli,Bandra,29.41006716420665,0.4700719201721327,10:06,Cloudy,Friday,No,44.3,freeway,1,0
2022-05-04,Sion,Marine Lines,15.542141995411413,0.8179601278961594,06:14,Clear,Thursday,No,44.6,urban,1,0
2022-09-07,Eastern Freeway Start,Belapur,18.475054600399428,0.9671820784938272,09:57,Rain,Thursday,No,101.5,urban,1,1
2022-06-11,Nerul,Panvel,16.33,0.83,01:32,Rain,Saturday,No,57.5,urban,0,0
2024-08-15,Matunga,Girgaon,9.69,0.95,14:46,Rain,Thursday,Independence Day,89.2,congested,0,1
2023-07-13,Matunga,Colaba,19.348816087428013,1.0,18:38,Rain,Monday,No,278.8,congested,1,1
2024-06-14,Thane,Bandra Kurla Complex,27.45700840049197,0.3592274023646062,06:33,Rain,Tuesday,No,35.1,freeway,1,0
2024-03-01,Belapur,Borivali,36.19,0.26,15:01,Clear,Friday,No,36.7,freeway,0,0
2024-11-01,Bandra,Kurla,5.14,0.33,22:24,Clear,Friday,Diwali,5.7,freeway,0,0
2023-01-21,Fort,CST,1.03,0.95,06:27,Fog,Saturday,No,10.6,congested,0,1
2023-03-18,Dombivli,Byculla,42.64329329899046,0.3286430756919367,04:15,Clear,Wednesday,Gudi Padwa,45.1,freeway,1,0
2023-05-22,Worli,Dadar,5.7,0.87,07:51,Clear,Monday,No,29.4,urban,0,0
2024-02-26,Matunga,Panvel,43.434562434213234,0.8875133759143109,23:46,Clear,Saturday,No,334.3,congested,1,0
2023-03-22,Colaba,Dombivli,43.8,0.82,04:52,Clear,Wednesday,Gudi Padwa,137.9,urban,0,0
2024-10-18,Airoli,Fort,38.595497563934615,0.8342876856906227,05:04,Heavy Rain,Thursday,Navratri,141.0,urban,1,0
2022-12-05,Lalbaug,Bhandup,31.83,0.48,05:49,Clear,Monday,No,42.7,freeway,0,0
2024-01-03,Ghatkopar,Nerul,17.639915266476613,0.7686386981875075,00:04,Rain,Tuesday,No,72.4,urban,1,0
2022-08-30,Sion,Worli,10.699736526008264,0.9092501116158234,23:36,Heavy Rain,Tuesday,No,157.1,congested,1,1
2022-09-29,Matunga,Mulund,27.87864259609054,1.0,09:00,Heavy Rain,Monday,No,296.3,urban,1,1
2024-12-17,Mulund,Dadar,26.856561382692625,0.2186812852481005,11:28,Clear,Thursday,No,25.9,freeway,1,0
2024-04-11,Goregaon,Nerul,29.44,0.27,16:19,Clear,Thursday,Gudi Padwa,30.4,freeway,0,0
2023-03-22,Panvel,Borivali,46.32,0.44,13:14,Storm,Wednesday,Gudi Padwa,52.6,freeway,0,0
2023-12-02,Andheri,Byculla,19.21558080416339,0.8364274848719642,07:08,Fog,Friday,No,88.7,urban,1,0
2023-01-01,Bandra Kurla Complex,Worli,9.03,0.86,06:05,Fog,Sunday,No,40.0,urban,0,0
2023-09-30,Borivali,Chembur,27.50746266282444,0.8931644960845977,01:47,Rain,Tuesday,Ganesh Chaturthi,287.1,congested,1,0
2024-08-26,CST,Mulund,43.68,0.6,06:13,Rain,Monday,Janmashtami,69.1,freeway,0,0
2022-11-04,Girgaon,Panvel,43.444784330465865,0.4702547041388441,09:10,Clear,Sunday,No,57.0,freeway,1,0
2024-11-14,Malad,Worli,23.332728641285428,0.6246854375069162,20:44,Clear,Monday,No,48.2,freeway,1,0
2023-02-07,Crawford Market,Colaba,8.07621115764083,0.7819780327012082,07:11,Cloudy,Friday,No,38.8,urban,1,0
2023-09-10,Nerul,Mohammad Ali Road,33.43422761221962,0.4736140396005396,09:26,Clear,Sunday,No,49.6,freeway,1,0
2022-04-06,Thane,Juhu,30.950900292496534,1.0,12:36,Heavy Rain,Sunday,Ramadan Evenings,155.4,urban,1,1
2022-01-11,Thane,Byculla,41.61,0.34,03:35,Clear,Tuesday,No,44.8,freeway,0,0
2023-03-28,Lalbaug,Girgaon,6.29151239128475,0.9139976645100648,21:05,Clear,Wednesday,Gudi Padwa,28.7,urban,1,1
2024-06-04,Malad,Dadar,25.68,0.86,17:14,Cloudy,Tuesday,No,105.7,urban,0,0
2024-10-02,Colaba,Juhu,28.544722948920025,0.2848308895158422,22:02,Clear,Friday,No,30.1,freeway,1,0
2024-08-28,Girgaon,Airoli,39.2,0.78,07:13,Heavy Rain,Wednesday,No,106.1,freeway,0,0
2023-03-08,Bandra,Malad,19.946674152781565,0.8168235389042597,23:35,Clear,Tuesday,No,60.6,urban,1,0
2023-12-01,Belapur,Fort,29.07,0.36,04:56,Cloudy,Friday,No,32.7,freeway,0,0
2024-05-11,Matunga,Kalyan,51.77,0.84,10:04,Clear,Saturday,No,205.3,urban,0,0
2022-08-31,Lalbaug,Powai,19.77,0.87,13:38,Rain,Wednesday,Ganesh Chaturthi,113.4,urban,0,0
2023-02-17,Dadar,Borivali,29.02,0.37,21:19,Clear,Friday,No,32.8,freeway,0,0
2023-12-09,CST,Western Express Highway,22.260745271904767,0.7838527532138421,14:25,Clear,Thursday,No,73.1,urban,1,0
2023-08-27,Western Express Highway,Vashi,25.064106655210978,0.925330298232866,19:53,Rain,Friday,No,369.9,congested,1,1
2024-12-25,Bandra,Fort,21.62,0.82,21:17,Clear,Wednesday,Christmas/NewYear,99.0,urban,0,0
2024-01-04,Fort,Mohammad Ali Road,4.000610559063282,0.9772418853055396,13:26,Cloudy,Monday,Christmas/NewYear,32.2,congested,1,1
2024-08-21,Byculla,Kurla,11.024181584662973,0.9729617314443806,01:28,Rain,Monday,No,146.6,congested,1,1
2022-09-13,Airoli,Bandra,26.65932629696422,0.6241601384975229,07:22,Heavy Rain,Wednesday,No,55.8,freeway,1,0
2022-11-03,Western Express Highway,Thane,31.491405462237157,0.6865111589040361,02:14,Storm,Wednesday,Navratri,59.6,freeway,1,0
2024-11-29,Vashi,Powai,12.818332137584663,0.9090370974355556,20:34,Clear,Saturday,No,145.8,congested,1,1
2024-10-10,Malad,Matunga,23.09743769870402,0.629584788149855,04:16,Cloudy,Friday,No,66.0,urban,1,0
